Video ID,Video Title,View Count,Like Count,Comment Count,YouTube Channel,Commenter Name,Comment,Comment Like Count
hrYILcGEhws,FC Bayern.tv live: Gina Lewandowski im 1:1 Talk,3606,60,6,FC Bayern Frauen,@dariuszs6427,Gina kocham cie,0
hrYILcGEhws,FC Bayern.tv live: Gina Lewandowski im 1:1 Talk,3606,60,6,FC Bayern Frauen,@thomaswolpert3423,Ich dachte immer des wäre die Frau von Lewa,0
hrYILcGEhws,FC Bayern.tv live: Gina Lewandowski im 1:1 Talk,3606,60,6,FC Bayern Frauen,@mayhem2345,"Chulada de mujer, verdad de dios.",0
hrYILcGEhws,FC Bayern.tv live: Gina Lewandowski im 1:1 Talk,3606,60,6,FC Bayern Frauen,@michelbehlinsss4,Ist das die Freundin von Robert Lewandofski,1
HASGgtK-YS4,DFB-Pokal-Halbfinale: Die FC Bayern Frauen sind bereit!,1123,54,2,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,👍,0
HASGgtK-YS4,DFB-Pokal-Halbfinale: Die FC Bayern Frauen sind bereit!,1123,54,2,FC Bayern Frauen,@anantasantosa2471,Good luck Fc Bayern Frauen! #packmas,1
YPj3H7gVfME,Highlights SC Sand vs. FC Bayern,1841,44,2,FC Bayern Frauen,@uwehollmann6186,Herzlichen Glueckwunsch,0
YPj3H7gVfME,Highlights SC Sand vs. FC Bayern,1841,44,2,FC Bayern Frauen,@adiboy5232,1,0
PLAsYV8Bzro,Die FCB-Frauen und Lucie Vonkova vor dem Hoffenheim-Spiel,2514,60,1,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,😜,0
3OO97jGgEJE,FC Bayern Frauen - It's all about the game,2647,128,3,FC Bayern Frauen,@يومياتزنوبةالمحبوبة,🤔,0
3OO97jGgEJE,FC Bayern Frauen - It's all about the game,2647,128,3,FC Bayern Frauen,@fcb_jana_art8244,Mehr Motivation geht nicht 😳😍😍,2
